timestamp,supply_air_temp_c,return_air_temp_c,fan_speed_pct,remote_avg_temp_c,unit,source
2026-01-19T14:50:02.061852+02:00,17.8,35.6,70,21.8,C,vertiv_modbus
2026-01-19T15:00:01.686919+02:00,18.2,35.6,70,22,C,vertiv_modbus
2026-01-19T15:10:02.282366+02:00,18,35.4,70,21.9,C,vertiv_modbus
2026-01-19T15:20:01.888426+02:00,17.9,35.3,70,21.8,C,vertiv_modbus
2026-01-19T15:30:01.511828+02:00,18,35.4,70,21.8,C,vertiv_modbus
2026-01-19T15:40:01.814390+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-19T15:50:01.584466+02:00,17.5,35.5,70,21.8,C,vertiv_modbus
2026-01-19T16:00:02.144246+02:00,18.1,35.6,70,22,C,vertiv_modbus
2026-01-19T16:10:01.763311+02:00,18.3,35.5,70,22,C,vertiv_modbus
2026-01-19T16:20:01.677250+02:00,17.6,35.4,70,21.8,C,vertiv_modbus
2026-01-19T16:30:01.562836+02:00,18.3,35.6,70,22,C,vertiv_modbus
2026-01-19T16:40:02.343639+02:00,18.4,35.4,70,22,C,vertiv_modbus
2026-01-19T16:50:02.003715+02:00,17.6,35.3,70,21.8,C,vertiv_modbus
2026-01-19T17:00:01.591201+02:00,18.2,35.5,70,22,C,vertiv_modbus
2026-01-19T17:10:01.504460+02:00,18.3,35.5,70,22,C,vertiv_modbus
2026-01-19T17:20:02.142467+02:00,17.6,35.4,70,21.8,C,vertiv_modbus
2026-01-19T17:30:01.743642+02:00,18.1,35.6,70,22,C,vertiv_modbus
2026-01-19T17:40:01.371341+02:00,18.4,35.5,70,22,C,vertiv_modbus
2026-01-19T17:50:01.974305+02:00,18.2,35.5,70,22,C,vertiv_modbus
2026-01-19T18:00:02.063618+02:00,17.6,35.3,70,21.8,C,vertiv_modbus
2026-01-19T18:10:02.315065+02:00,18.2,35.5,70,22,C,vertiv_modbus
2026-01-19T18:20:02.043125+02:00,18.2,35.5,70,22,C,vertiv_modbus
2026-01-19T18:30:01.673024+02:00,17.6,35.4,70,21.8,C,vertiv_modbus
2026-01-19T18:40:02.103026+02:00,17.8,35.4,70,21.9,C,vertiv_modbus
2026-01-19T18:50:01.736415+02:00,17.9,35.5,70,21.9,C,vertiv_modbus
2026-01-19T19:00:02.102843+02:00,18.3,35.4,70,22,C,vertiv_modbus
2026-01-19T19:10:01.393749+02:00,18,35.3,70,21.9,C,vertiv_modbus
2026-01-19T19:20:01.655163+02:00,18.1,35.3,70,21.9,C,vertiv_modbus
2026-01-19T19:30:01.740473+02:00,18.2,35.3,70,21.9,C,vertiv_modbus
2026-01-19T19:40:02.188194+02:00,17.9,35.2,70,21.8,C,vertiv_modbus
2026-01-19T19:50:01.814915+02:00,17.9,35.4,70,21.9,C,vertiv_modbus
2026-01-19T20:00:01.392069+02:00,17.8,35.4,70,21.8,C,vertiv_modbus
2026-01-19T20:10:01.954556+02:00,17.7,35.3,70,21.8,C,vertiv_modbus
2026-01-19T20:20:01.718218+02:00,17.9,35.3,70,21.9,C,vertiv_modbus
2026-01-19T20:30:01.356768+02:00,17.6,35.4,70,21.8,C,vertiv_modbus
2026-01-19T20:40:01.892190+02:00,17.7,35.6,70,21.8,C,vertiv_modbus
2026-01-19T20:50:01.841619+02:00,17.7,35.6,70,21.9,C,vertiv_modbus
2026-01-19T21:00:01.737868+02:00,18.2,35.6,70,22,C,vertiv_modbus
2026-01-19T21:10:01.701472+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-19T21:20:02.246801+02:00,18.1,35.4,70,21.9,C,vertiv_modbus
2026-01-19T21:30:02.145374+02:00,17.9,35.3,70,21.8,C,vertiv_modbus
2026-01-19T21:40:01.993857+02:00,17.9,35.4,70,21.9,C,vertiv_modbus
2026-01-19T21:50:01.545248+02:00,18,35.4,70,21.9,C,vertiv_modbus
2026-01-19T22:00:01.611877+02:00,17.9,35.4,70,21.9,C,vertiv_modbus
2026-01-19T22:10:01.602765+02:00,17.9,35.6,70,21.9,C,vertiv_modbus
